Country,ISO3 Code,Date,Price (EUR/MWhe)
Czechia,CZE,11/13/2016,36.08
Czechia,CZE,11/14/2016,41.36
Czechia,CZE,11/15/2016,38.88
Czechia,CZE,11/16/2016,42.12
Czechia,CZE,11/17/2016,36.33
Czechia,CZE,11/18/2016,34.78
Czechia,CZE,11/19/2016,30.13
Czechia,CZE,11/20/2016,17.75
Czechia,CZE,11/21/2016,34.62
Czechia,CZE,11/22/2016,39.88
Czechia,CZE,11/23/2016,44.56
Czechia,CZE,11/24/2016,39.30
Czechia,CZE,11/25/2016,42.26
Czechia,CZE,11/26/2016,36.98
Czechia,CZE,11/27/2016,30.13
Czechia,CZE,11/28/2016,43.06
Czechia,CZE,11/29/2016,42.78
Czechia,CZE,11/30/2016,38.70
Czechia,CZE,12/1/2016,35.84
Czechia,CZE,12/2/2016,41.33
Czechia,CZE,12/3/2016,40.58
Czechia,CZE,12/4/2016,36.93
Czechia,CZE,12/5/2016,48.98
Czechia,CZE,12/6/2016,51.43
Czechia,CZE,12/7/2016,44.88
Czechia,CZE,12/8/2016,36.68
Czechia,CZE,12/9/2016,36.64
Czechia,CZE,12/10/2016,31.19
Czechia,CZE,12/11/2016,28.50
Czechia,CZE,12/12/2016,47.48
Czechia,CZE,12/13/2016,49.51
Czechia,CZE,12/14/2016,57.07
Czechia,CZE,12/15/2016,48.64
Czechia,CZE,12/16/2016,55.82
Czechia,CZE,12/17/2016,44.98
Czechia,CZE,12/18/2016,39.84
Czechia,CZE,12/19/2016,61.96
Czechia,CZE,12/20/2016,50.13
Czechia,CZE,12/21/2016,51.94
Czechia,CZE,12/22/2016,46.44
Czechia,CZE,12/23/2016,35.19
Czechia,CZE,12/24/2016,18.11
Czechia,CZE,12/25/2016,2.03
Czechia,CZE,12/26/2016,0.96
Czechia,CZE,12/27/2016,15.90
Czechia,CZE,12/28/2016,38.22
Czechia,CZE,12/29/2016,45.03
Czechia,CZE,12/30/2016,41.08
Czechia,CZE,12/31/2016,35.36
Czechia,CZE,1/1/2017,23.88
Czechia,CZE,1/2/2017,48.96
Czechia,CZE,1/3/2017,39.40
Czechia,CZE,1/4/2017,33.78
Czechia,CZE,1/5/2017,52.27
Czechia,CZE,1/6/2017,50.90
Czechia,CZE,1/7/2017,41.18
Czechia,CZE,1/8/2017,41.53
Czechia,CZE,1/9/2017,55.69
Czechia,CZE,1/10/2017,55.21
Czechia,CZE,1/11/2017,55.30
Czechia,CZE,1/12/2017,42.45
Czechia,CZE,1/13/2017,41.90
Czechia,CZE,1/14/2017,32.78
Czechia,CZE,1/15/2017,40.30
Czechia,CZE,1/16/2017,76.29
Czechia,CZE,1/17/2017,86.82
Czechia,CZE,1/18/2017,80.62
Czechia,CZE,1/19/2017,73.32
Czechia,CZE,1/20/2017,66.79
Czechia,CZE,1/21/2017,48.50
Czechia,CZE,1/22/2017,40.60
Czechia,CZE,1/23/2017,74.57
Czechia,CZE,1/24/2017,91.80
Czechia,CZE,1/25/2017,82.60
Czechia,CZE,1/26/2017,53.62
Czechia,CZE,1/27/2017,46.82
Czechia,CZE,1/28/2017,39.71
Czechia,CZE,1/29/2017,35.46
Czechia,CZE,1/30/2017,63.88
Czechia,CZE,1/31/2017,66.60
Czechia,CZE,2/1/2017,57.19
Czechia,CZE,2/2/2017,50.68
Czechia,CZE,2/3/2017,49.49
Czechia,CZE,2/4/2017,42.76
Czechia,CZE,2/5/2017,43.20
Czechia,CZE,2/6/2017,63.66
Czechia,CZE,2/7/2017,56.80
Czechia,CZE,2/8/2017,59.92
Czechia,CZE,2/9/2017,60.35
Czechia,CZE,2/10/2017,44.62
Czechia,CZE,2/11/2017,38.28
Czechia,CZE,2/12/2017,32.88
Czechia,CZE,2/13/2017,45.89
Czechia,CZE,2/14/2017,45.28
Czechia,CZE,2/15/2017,47.43
Czechia,CZE,2/16/2017,40.02
Czechia,CZE,2/17/2017,42.95
Czechia,CZE,2/18/2017,41.58
Czechia,CZE,2/19/2017,30.94
Czechia,CZE,2/20/2017,28.50
Czechia,CZE,2/21/2017,33.77
Czechia,CZE,2/22/2017,23.34
Czechia,CZE,2/23/2017,26.80
Czechia,CZE,2/24/2017,29.89
Czechia,CZE,2/25/2017,28.84
Czechia,CZE,2/26/2017,14.90
Czechia,CZE,2/27/2017,28.46
Czechia,CZE,2/28/2017,28.40
Czechia,CZE,3/1/2017,36.35
Czechia,CZE,3/2/2017,29.25
Czechia,CZE,3/3/2017,38.13
Czechia,CZE,3/4/2017,30.36
Czechia,CZE,3/5/2017,17.79
Czechia,CZE,3/6/2017,40.52
Czechia,CZE,3/7/2017,41.72
Czechia,CZE,3/8/2017,34.47
Czechia,CZE,3/9/2017,38.19
Czechia,CZE,3/10/2017,35.29
Czechia,CZE,3/11/2017,33.75
Czechia,CZE,3/12/2017,23.26
Czechia,CZE,3/13/2017,37.23
Czechia,CZE,3/14/2017,34.85
Czechia,CZE,3/15/2017,33.04
Czechia,CZE,3/16/2017,34.28
Czechia,CZE,3/17/2017,28.30
Czechia,CZE,3/18/2017,20.66
Czechia,CZE,3/19/2017,16.01
Czechia,CZE,3/20/2017,26.77
Czechia,CZE,3/21/2017,30.40
Czechia,CZE,3/22/2017,36.70
Czechia,CZE,3/23/2017,35.26
Czechia,CZE,3/24/2017,33.90
Czechia,CZE,3/25/2017,26.43
Czechia,CZE,3/26/2017,25.95
Czechia,CZE,3/27/2017,35.44
Czechia,CZE,3/28/2017,33.40
Czechia,CZE,3/29/2017,29.79
Czechia,CZE,3/30/2017,32.88
Czechia,CZE,3/31/2017,31.28
Czechia,CZE,4/1/2017,31.16
Czechia,CZE,4/2/2017,26.61
Czechia,CZE,4/3/2017,39.63
Czechia,CZE,4/4/2017,38.83
Czechia,CZE,4/5/2017,31.71
Czechia,CZE,4/6/2017,30.27
Czechia,CZE,4/7/2017,32.82
Czechia,CZE,4/8/2017,33.69
Czechia,CZE,4/9/2017,26.64
Czechia,CZE,4/10/2017,31.64
Czechia,CZE,4/11/2017,33.03
Czechia,CZE,4/12/2017,29.67
Czechia,CZE,4/13/2017,30.20
Czechia,CZE,4/14/2017,29.90
Czechia,CZE,4/15/2017,16.87
Czechia,CZE,4/16/2017,16.08
Czechia,CZE,4/17/2017,24.39
Czechia,CZE,4/18/2017,34.70
Czechia,CZE,4/19/2017,38.06
Czechia,CZE,4/20/2017,38.68
Czechia,CZE,4/21/2017,28.58
Czechia,CZE,4/22/2017,13.77
Czechia,CZE,4/23/2017,12.19
Czechia,CZE,4/24/2017,31.67
Czechia,CZE,4/25/2017,37.35
Czechia,CZE,4/26/2017,40.71
Czechia,CZE,4/27/2017,37.32
Czechia,CZE,4/28/2017,37.56
Czechia,CZE,4/29/2017,29.33
Czechia,CZE,4/30/2017,5.69
Czechia,CZE,5/1/2017,3.81
Czechia,CZE,5/2/2017,28.42
Czechia,CZE,5/3/2017,33.40
Czechia,CZE,5/4/2017,32.41
Czechia,CZE,5/5/2017,37.64
Czechia,CZE,5/6/2017,31.39
Czechia,CZE,5/7/2017,28.00
Czechia,CZE,5/8/2017,32.02
Czechia,CZE,5/9/2017,39.45
Czechia,CZE,5/10/2017,37.82
Czechia,CZE,5/11/2017,36.27
Czechia,CZE,5/12/2017,35.02
Czechia,CZE,5/13/2017,32.79
Czechia,CZE,5/14/2017,27.69
Czechia,CZE,5/15/2017,38.38
Czechia,CZE,5/16/2017,36.36
Czechia,CZE,5/17/2017,32.58
Czechia,CZE,5/18/2017,35.10
Czechia,CZE,5/19/2017,34.72
Czechia,CZE,5/20/2017,30.76
Czechia,CZE,5/21/2017,23.60
Czechia,CZE,5/22/2017,48.76
Czechia,CZE,5/23/2017,44.35
Czechia,CZE,5/24/2017,49.87
Czechia,CZE,5/25/2017,40.87
Czechia,CZE,5/26/2017,34.51
Czechia,CZE,5/27/2017,25.66
Czechia,CZE,5/28/2017,20.18
Czechia,CZE,5/29/2017,38.15
Czechia,CZE,5/30/2017,37.46
Czechia,CZE,5/31/2017,34.54
Czechia,CZE,6/1/2017,37.06
Czechia,CZE,6/2/2017,36.28
Czechia,CZE,6/3/2017,29.62
Czechia,CZE,6/4/2017,22.09
Czechia,CZE,6/5/2017,35.88
Czechia,CZE,6/6/2017,38.24
Czechia,CZE,6/7/2017,35.17
Czechia,CZE,6/8/2017,33.40
Czechia,CZE,6/9/2017,33.83
Czechia,CZE,6/10/2017,28.92
Czechia,CZE,6/11/2017,21.75
Czechia,CZE,6/12/2017,35.95
Czechia,CZE,6/13/2017,35.29
Czechia,CZE,6/14/2017,38.97
Czechia,CZE,6/15/2017,36.24
Czechia,CZE,6/16/2017,37.11
Czechia,CZE,6/17/2017,27.20
Czechia,CZE,6/18/2017,27.52
Czechia,CZE,6/19/2017,40.63
Czechia,CZE,6/20/2017,38.42
Czechia,CZE,6/21/2017,40.67
Czechia,CZE,6/22/2017,42.79
Czechia,CZE,6/23/2017,34.58
Czechia,CZE,6/24/2017,25.63
Czechia,CZE,6/25/2017,18.57
Czechia,CZE,6/26/2017,44.08
Czechia,CZE,6/27/2017,51.05
Czechia,CZE,6/28/2017,42.51
Czechia,CZE,6/29/2017,38.82
Czechia,CZE,6/30/2017,37.85
Czechia,CZE,7/1/2017,31.35
Czechia,CZE,7/2/2017,26.12
Czechia,CZE,7/3/2017,34.93
Czechia,CZE,7/4/2017,36.15
Czechia,CZE,7/5/2017,38.77
Czechia,CZE,7/6/2017,38.89
Czechia,CZE,7/7/2017,38.43
Czechia,CZE,7/8/2017,33.80
Czechia,CZE,7/9/2017,34.06
Czechia,CZE,7/10/2017,59.78
Czechia,CZE,7/11/2017,55.81
Czechia,CZE,7/12/2017,54.58
Czechia,CZE,7/13/2017,34.67
Czechia,CZE,7/14/2017,49.84
Czechia,CZE,7/15/2017,38.09
Czechia,CZE,7/16/2017,29.90
Czechia,CZE,7/17/2017,38.17
Czechia,CZE,7/18/2017,51.25
Czechia,CZE,7/19/2017,56.86
Czechia,CZE,7/20/2017,54.44
Czechia,CZE,7/21/2017,50.41
Czechia,CZE,7/22/2017,38.15
Czechia,CZE,7/23/2017,31.76
Czechia,CZE,7/24/2017,47.19
Czechia,CZE,7/25/2017,38.87
Czechia,CZE,7/26/2017,36.27
Czechia,CZE,7/27/2017,36.95
Czechia,CZE,7/28/2017,35.02
Czechia,CZE,7/29/2017,25.19
Czechia,CZE,7/30/2017,24.44
Czechia,CZE,7/31/2017,47.73
Czechia,CZE,8/1/2017,59.77
Czechia,CZE,8/2/2017,47.55
Czechia,CZE,8/3/2017,62.07
Czechia,CZE,8/4/2017,36.54
Czechia,CZE,8/5/2017,27.57
Czechia,CZE,8/6/2017,21.89
Czechia,CZE,8/7/2017,32.55
Czechia,CZE,8/8/2017,32.13
Czechia,CZE,8/9/2017,33.20
Czechia,CZE,8/10/2017,36.10
Czechia,CZE,8/11/2017,36.78
Czechia,CZE,8/12/2017,23.53
Czechia,CZE,8/13/2017,21.25
Czechia,CZE,8/14/2017,32.24
Czechia,CZE,8/15/2017,30.32
Czechia,CZE,8/16/2017,35.75
Czechia,CZE,8/17/2017,34.01
Czechia,CZE,8/18/2017,33.60
Czechia,CZE,8/19/2017,15.07
Czechia,CZE,8/20/2017,9.14
Czechia,CZE,8/21/2017,33.32
Czechia,CZE,8/22/2017,36.24
Czechia,CZE,8/23/2017,36.34
Czechia,CZE,8/24/2017,35.99
Czechia,CZE,8/25/2017,38.19
Czechia,CZE,8/26/2017,33.81
Czechia,CZE,8/27/2017,29.13
Czechia,CZE,8/28/2017,40.99
Czechia,CZE,8/29/2017,36.58
Czechia,CZE,8/30/2017,36.31
Czechia,CZE,8/31/2017,39.18
Czechia,CZE,9/1/2017,39.74
Czechia,CZE,9/2/2017,33.65
Czechia,CZE,9/3/2017,29.42
Czechia,CZE,9/4/2017,37.43
Czechia,CZE,9/5/2017,37.64
Czechia,CZE,9/6/2017,34.05
Czechia,CZE,9/7/2017,33.43
Czechia,CZE,9/8/2017,29.30
Czechia,CZE,9/9/2017,29.49
Czechia,CZE,9/10/2017,25.41
Czechia,CZE,9/11/2017,23.75
Czechia,CZE,9/12/2017,30.40
Czechia,CZE,9/13/2017,18.52
Czechia,CZE,9/14/2017,25.61
Czechia,CZE,9/15/2017,35.87
Czechia,CZE,9/16/2017,37.53
Czechia,CZE,9/17/2017,34.18
Czechia,CZE,9/18/2017,42.64
Czechia,CZE,9/19/2017,42.37
Czechia,CZE,9/20/2017,39.73
Czechia,CZE,9/21/2017,40.14
Czechia,CZE,9/22/2017,39.07
Czechia,CZE,9/23/2017,35.90
Czechia,CZE,9/24/2017,32.92
Czechia,CZE,9/25/2017,40.96
Czechia,CZE,9/26/2017,40.46
Czechia,CZE,9/27/2017,39.30
Czechia,CZE,9/28/2017,41.02
Czechia,CZE,9/29/2017,38.87
Czechia,CZE,9/30/2017,32.82
Czechia,CZE,10/1/2017,24.72
Czechia,CZE,10/2/2017,20.71
Czechia,CZE,10/3/2017,24.47
Czechia,CZE,10/4/2017,28.89
Czechia,CZE,10/5/2017,26.94
Czechia,CZE,10/6/2017,29.80
Czechia,CZE,10/7/2017,11.95
Czechia,CZE,10/8/2017,26.82
Czechia,CZE,10/9/2017,43.85
Czechia,CZE,10/10/2017,38.34
Czechia,CZE,10/11/2017,31.94
Czechia,CZE,10/12/2017,28.71
Czechia,CZE,10/13/2017,39.85
Czechia,CZE,10/14/2017,31.62
Czechia,CZE,10/15/2017,30.35
Czechia,CZE,10/16/2017,38.95
Czechia,CZE,10/17/2017,38.50
Czechia,CZE,10/18/2017,48.70
Czechia,CZE,10/19/2017,45.52
Czechia,CZE,10/20/2017,37.98
Czechia,CZE,10/21/2017,33.16
Czechia,CZE,10/22/2017,20.25
Czechia,CZE,10/23/2017,45.35
Czechia,CZE,10/24/2017,40.30
Czechia,CZE,10/25/2017,33.43
Czechia,CZE,10/26/2017,38.35
Czechia,CZE,10/27/2017,29.39
Czechia,CZE,10/28/2017,-0.25
Czechia,CZE,10/29/2017,-16.07
Czechia,CZE,10/30/2017,31.67
Czechia,CZE,10/31/2017,36.54
Czechia,CZE,11/1/2017,30.00
Czechia,CZE,11/2/2017,38.08
Czechia,CZE,11/3/2017,50.62
Czechia,CZE,11/4/2017,33.01
Czechia,CZE,11/5/2017,31.99
Czechia,CZE,11/6/2017,53.68
Czechia,CZE,11/7/2017,51.17
Czechia,CZE,11/8/2017,63.64
Czechia,CZE,11/9/2017,51.28
Czechia,CZE,11/10/2017,34.89
Czechia,CZE,11/11/2017,24.47
Czechia,CZE,11/12/2017,33.72
Czechia,CZE,11/13/2017,47.87
Czechia,CZE,11/14/2017,43.17
Czechia,CZE,11/15/2017,64.46
Czechia,CZE,11/16/2017,46.66
Czechia,CZE,11/17/2017,41.87
Czechia,CZE,11/18/2017,19.06
Czechia,CZE,11/19/2017,6.60
Czechia,CZE,11/20/2017,40.80
Czechia,CZE,11/21/2017,49.71
Czechia,CZE,11/22/2017,32.34
Czechia,CZE,11/23/2017,26.82
Czechia,CZE,11/24/2017,42.47
Czechia,CZE,11/25/2017,37.25
Czechia,CZE,11/26/2017,15.42
Czechia,CZE,11/27/2017,27.57
Czechia,CZE,11/28/2017,42.01
Czechia,CZE,11/29/2017,68.23
Czechia,CZE,11/30/2017,73.05
Czechia,CZE,12/1/2017,65.17
Czechia,CZE,12/2/2017,39.75
Czechia,CZE,12/3/2017,31.04
Czechia,CZE,12/4/2017,38.51
Czechia,CZE,12/5/2017,35.87
Czechia,CZE,12/6/2017,32.89
Czechia,CZE,12/7/2017,35.32
Czechia,CZE,12/8/2017,35.55
Czechia,CZE,12/9/2017,23.98
Czechia,CZE,12/10/2017,19.31
Czechia,CZE,12/11/2017,45.35
Czechia,CZE,12/12/2017,38.16
Czechia,CZE,12/13/2017,38.57
Czechia,CZE,12/14/2017,39.25
Czechia,CZE,12/15/2017,48.98
Czechia,CZE,12/16/2017,35.52
Czechia,CZE,12/17/2017,32.38
Czechia,CZE,12/18/2017,49.38
Czechia,CZE,12/19/2017,62.81
Czechia,CZE,12/20/2017,59.68
Czechia,CZE,12/21/2017,46.19
Czechia,CZE,12/22/2017,39.22
Czechia,CZE,12/23/2017,15.84
Czechia,CZE,12/24/2017,-6.55
Czechia,CZE,12/25/2017,3.60
Czechia,CZE,12/26/2017,-0.80
Czechia,CZE,12/27/2017,30.87
Czechia,CZE,12/28/2017,32.28
Czechia,CZE,12/29/2017,23.20
Czechia,CZE,12/30/2017,18.26
Czechia,CZE,12/31/2017,5.56
Czechia,CZE,1/1/2018,-1.99
Czechia,CZE,1/2/2018,33.03
Czechia,CZE,1/3/2018,24.76
Czechia,CZE,1/4/2018,28.08
Czechia,CZE,1/5/2018,31.25
Czechia,CZE,1/6/2018,33.82
Czechia,CZE,1/7/2018,23.09
Czechia,CZE,1/8/2018,34.28
Czechia,CZE,1/9/2018,32.67
Czechia,CZE,1/10/2018,43.11
Czechia,CZE,1/11/2018,46.76
Czechia,CZE,1/12/2018,42.73
Czechia,CZE,1/13/2018,34.45
Czechia,CZE,1/14/2018,26.85
Czechia,CZE,1/15/2018,35.46
Czechia,CZE,1/16/2018,32.53
Czechia,CZE,1/17/2018,36.04
Czechia,CZE,1/18/2018,34.31
Czechia,CZE,1/19/2018,39.31
Czechia,CZE,1/20/2018,35.33
Czechia,CZE,1/21/2018,33.54
Czechia,CZE,1/22/2018,37.67
Czechia,CZE,1/23/2018,38.15
Czechia,CZE,1/24/2018,37.80
Czechia,CZE,1/25/2018,36.70
Czechia,CZE,1/26/2018,44.09
Czechia,CZE,1/27/2018,29.86
Czechia,CZE,1/28/2018,16.03
Czechia,CZE,1/29/2018,34.74
Czechia,CZE,1/30/2018,35.81
Czechia,CZE,1/31/2018,36.58
Czechia,CZE,2/1/2018,36.01
Czechia,CZE,2/2/2018,41.57
Czechia,CZE,2/3/2018,37.81
Czechia,CZE,2/4/2018,33.51
Czechia,CZE,2/5/2018,47.03
Czechia,CZE,2/6/2018,49.97
Czechia,CZE,2/7/2018,48.37
Czechia,CZE,2/8/2018,47.40
Czechia,CZE,2/9/2018,41.92
Czechia,CZE,2/10/2018,36.68
Czechia,CZE,2/11/2018,13.21
Czechia,CZE,2/12/2018,35.10
Czechia,CZE,2/13/2018,40.31
Czechia,CZE,2/14/2018,40.03
Czechia,CZE,2/15/2018,34.82
Czechia,CZE,2/16/2018,39.30
Czechia,CZE,2/17/2018,40.16
Czechia,CZE,2/18/2018,36.03
Czechia,CZE,2/19/2018,46.78
Czechia,CZE,2/20/2018,49.08
Czechia,CZE,2/21/2018,48.17
Czechia,CZE,2/22/2018,45.99
Czechia,CZE,2/23/2018,46.76
Czechia,CZE,2/24/2018,29.60
Czechia,CZE,2/25/2018,32.55
Czechia,CZE,2/26/2018,50.29
Czechia,CZE,2/27/2018,50.99
Czechia,CZE,2/28/2018,48.51
Czechia,CZE,3/1/2018,45.19
Czechia,CZE,3/2/2018,43.10
Czechia,CZE,3/3/2018,34.75
Czechia,CZE,3/4/2018,30.99
Czechia,CZE,3/5/2018,47.78
Czechia,CZE,3/6/2018,47.80
Czechia,CZE,3/7/2018,49.17
Czechia,CZE,3/8/2018,35.01
Czechia,CZE,3/9/2018,37.80
Czechia,CZE,3/10/2018,32.42
Czechia,CZE,3/11/2018,23.99
Czechia,CZE,3/12/2018,38.98
Czechia,CZE,3/13/2018,39.44
Czechia,CZE,3/14/2018,46.98
Czechia,CZE,3/15/2018,27.16
Czechia,CZE,3/16/2018,25.69
Czechia,CZE,3/17/2018,15.82
Czechia,CZE,3/18/2018,10.44
Czechia,CZE,3/19/2018,49.01
Czechia,CZE,3/20/2018,44.19
Czechia,CZE,3/21/2018,50.24
Czechia,CZE,3/22/2018,41.40
Czechia,CZE,3/23/2018,53.40
Czechia,CZE,3/24/2018,41.62
Czechia,CZE,3/25/2018,30.67
Czechia,CZE,3/26/2018,51.30
Czechia,CZE,3/27/2018,46.00
Czechia,CZE,3/28/2018,39.60
Czechia,CZE,3/29/2018,38.98
Czechia,CZE,3/30/2018,24.28
Czechia,CZE,3/31/2018,26.26
Czechia,CZE,4/1/2018,18.77
Czechia,CZE,4/2/2018,21.15
Czechia,CZE,4/3/2018,39.05
Czechia,CZE,4/4/2018,37.60
Czechia,CZE,4/5/2018,31.37
Czechia,CZE,4/6/2018,34.49
Czechia,CZE,4/7/2018,15.97
Czechia,CZE,4/8/2018,23.99
Czechia,CZE,4/9/2018,40.24
Czechia,CZE,4/10/2018,36.25
Czechia,CZE,4/11/2018,34.06
Czechia,CZE,4/12/2018,29.21
Czechia,CZE,4/13/2018,38.76
Czechia,CZE,4/14/2018,32.63
Czechia,CZE,4/15/2018,30.11
Czechia,CZE,4/16/2018,46.43
Czechia,CZE,4/17/2018,44.07
Czechia,CZE,4/18/2018,40.92
Czechia,CZE,4/19/2018,39.22
Czechia,CZE,4/20/2018,38.37
Czechia,CZE,4/21/2018,30.27
Czechia,CZE,4/22/2018,19.24
Czechia,CZE,4/23/2018,33.74
Czechia,CZE,4/24/2018,34.45
Czechia,CZE,4/25/2018,29.00
Czechia,CZE,4/26/2018,33.30
Czechia,CZE,4/27/2018,37.96
Czechia,CZE,4/28/2018,28.58
Czechia,CZE,4/29/2018,17.23
Czechia,CZE,4/30/2018,17.76
Czechia,CZE,5/1/2018,-5.44
Czechia,CZE,5/2/2018,40.69
Czechia,CZE,5/3/2018,41.27
Czechia,CZE,5/4/2018,39.73
Czechia,CZE,5/5/2018,27.34
Czechia,CZE,5/6/2018,18.38
Czechia,CZE,5/7/2018,34.16
Czechia,CZE,5/8/2018,29.93
Czechia,CZE,5/9/2018,36.25
Czechia,CZE,5/10/2018,22.60
Czechia,CZE,5/11/2018,40.75
Czechia,CZE,5/12/2018,30.73
Czechia,CZE,5/13/2018,18.46
Czechia,CZE,5/14/2018,36.61
Czechia,CZE,5/15/2018,42.83
Czechia,CZE,5/16/2018,43.94
Czechia,CZE,5/17/2018,37.85
Czechia,CZE,5/18/2018,42.04
Czechia,CZE,5/19/2018,34.60
Czechia,CZE,5/20/2018,20.41
Czechia,CZE,5/21/2018,25.21
Czechia,CZE,5/22/2018,41.79
Czechia,CZE,5/23/2018,44.77
Czechia,CZE,5/24/2018,39.02
Czechia,CZE,5/25/2018,40.41
Czechia,CZE,5/26/2018,35.58
Czechia,CZE,5/27/2018,30.20
Czechia,CZE,5/28/2018,46.06
Czechia,CZE,5/29/2018,44.34
Czechia,CZE,5/30/2018,49.10
Czechia,CZE,5/31/2018,42.24
Czechia,CZE,6/1/2018,50.86
Czechia,CZE,6/2/2018,42.15
Czechia,CZE,6/3/2018,36.70
Czechia,CZE,6/4/2018,48.86
Czechia,CZE,6/5/2018,50.92
Czechia,CZE,6/6/2018,53.44
Czechia,CZE,6/7/2018,52.66
Czechia,CZE,6/8/2018,51.29
Czechia,CZE,6/9/2018,41.13
Czechia,CZE,6/10/2018,35.58
Czechia,CZE,6/11/2018,50.57
Czechia,CZE,6/12/2018,49.08
Czechia,CZE,6/13/2018,49.33
Czechia,CZE,6/14/2018,44.71
Czechia,CZE,6/15/2018,49.96
Czechia,CZE,6/16/2018,39.25
Czechia,CZE,6/17/2018,28.48
Czechia,CZE,6/18/2018,45.86
Czechia,CZE,6/19/2018,46.98
Czechia,CZE,6/20/2018,46.05
Czechia,CZE,6/21/2018,44.74
Czechia,CZE,6/22/2018,31.59
Czechia,CZE,6/23/2018,24.08
Czechia,CZE,6/24/2018,30.11
Czechia,CZE,6/25/2018,48.48
Czechia,CZE,6/26/2018,49.06
Czechia,CZE,6/27/2018,47.01
Czechia,CZE,6/28/2018,48.76
Czechia,CZE,6/29/2018,45.36
Czechia,CZE,6/30/2018,37.63
Czechia,CZE,7/1/2018,30.72
Czechia,CZE,7/2/2018,47.91
Czechia,CZE,7/3/2018,50.65
Czechia,CZE,7/4/2018,54.12
Czechia,CZE,7/5/2018,49.98
Czechia,CZE,7/6/2018,45.23
Czechia,CZE,7/7/2018,32.19
Czechia,CZE,7/8/2018,35.08
Czechia,CZE,7/9/2018,48.88
Czechia,CZE,7/10/2018,55.25
Czechia,CZE,7/11/2018,54.22
Czechia,CZE,7/12/2018,53.37
Czechia,CZE,7/13/2018,51.12
Czechia,CZE,7/14/2018,47.05
Czechia,CZE,7/15/2018,45.59
Czechia,CZE,7/16/2018,54.81
Czechia,CZE,7/17/2018,53.33
Czechia,CZE,7/18/2018,49.94
Czechia,CZE,7/19/2018,52.03
Czechia,CZE,7/20/2018,53.50
Czechia,CZE,7/21/2018,50.18
Czechia,CZE,7/22/2018,46.71
Czechia,CZE,7/23/2018,53.90
Czechia,CZE,7/24/2018,55.59
Czechia,CZE,7/25/2018,58.13
Czechia,CZE,7/26/2018,55.15
Czechia,CZE,7/27/2018,52.64
Czechia,CZE,7/28/2018,45.99
Czechia,CZE,7/29/2018,45.51
Czechia,CZE,7/30/2018,55.55
Czechia,CZE,7/31/2018,57.16
Czechia,CZE,8/1/2018,58.66
Czechia,CZE,8/2/2018,59.03
Czechia,CZE,8/3/2018,64.24
Czechia,CZE,8/4/2018,53.46
Czechia,CZE,8/5/2018,49.30
Czechia,CZE,8/6/2018,64.79
Czechia,CZE,8/7/2018,63.30
Czechia,CZE,8/8/2018,58.01
Czechia,CZE,8/9/2018,55.89
Czechia,CZE,8/10/2018,48.38
Czechia,CZE,8/11/2018,43.57
Czechia,CZE,8/12/2018,48.20
Czechia,CZE,8/13/2018,57.77
Czechia,CZE,8/14/2018,55.89
Czechia,CZE,8/15/2018,56.24
Czechia,CZE,8/16/2018,60.39
Czechia,CZE,8/17/2018,58.85
Czechia,CZE,8/18/2018,52.02
Czechia,CZE,8/19/2018,49.75
Czechia,CZE,8/20/2018,60.59
Czechia,CZE,8/21/2018,68.96
Czechia,CZE,8/22/2018,66.88
Czechia,CZE,8/23/2018,68.77
Czechia,CZE,8/24/2018,58.60
Czechia,CZE,8/25/2018,54.28
Czechia,CZE,8/26/2018,48.91
Czechia,CZE,8/27/2018,52.22
Czechia,CZE,8/28/2018,66.42
Czechia,CZE,8/29/2018,63.16
Czechia,CZE,8/30/2018,57.23
Czechia,CZE,8/31/2018,66.41
Czechia,CZE,9/1/2018,59.72
Czechia,CZE,9/2/2018,51.05
Czechia,CZE,9/3/2018,63.83
Czechia,CZE,9/4/2018,66.00
Czechia,CZE,9/5/2018,67.02
Czechia,CZE,9/6/2018,65.52
Czechia,CZE,9/7/2018,61.95
Czechia,CZE,9/8/2018,50.02
Czechia,CZE,9/9/2018,49.92
Czechia,CZE,9/10/2018,61.60
Czechia,CZE,9/11/2018,60.36
Czechia,CZE,9/12/2018,64.74
Czechia,CZE,9/13/2018,69.76
Czechia,CZE,9/14/2018,64.94
Czechia,CZE,9/15/2018,52.24
Czechia,CZE,9/16/2018,46.51
Czechia,CZE,9/17/2018,61.52
Czechia,CZE,9/18/2018,54.44
Czechia,CZE,9/19/2018,60.25
Czechia,CZE,9/20/2018,58.82
Czechia,CZE,9/21/2018,58.03
Czechia,CZE,9/22/2018,33.26
Czechia,CZE,9/23/2018,41.46
Czechia,CZE,9/24/2018,42.23
Czechia,CZE,9/25/2018,66.03
Czechia,CZE,9/26/2018,50.46
Czechia,CZE,9/27/2018,53.89
Czechia,CZE,9/28/2018,51.73
Czechia,CZE,9/29/2018,46.69
Czechia,CZE,9/30/2018,41.39
Czechia,CZE,10/1/2018,58.73
Czechia,CZE,10/2/2018,48.71
Czechia,CZE,10/3/2018,50.73
Czechia,CZE,10/4/2018,66.28
Czechia,CZE,10/5/2018,60.97
Czechia,CZE,10/6/2018,56.89
Czechia,CZE,10/7/2018,51.79
Czechia,CZE,10/8/2018,67.14
Czechia,CZE,10/9/2018,67.34
Czechia,CZE,10/10/2018,64.62
Czechia,CZE,10/11/2018,58.96
